,LEVEL,POSITION,EXPERIENCE,GENDER,COMPANY,WORK_TYPE,CITY,CURRENCY,SALARY_AVG_TL
3989,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,5499
3990,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_disi,₺ - Türk Lirası,17499
3991,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,8499
3992,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,10499
3993,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,18499
3994,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,5499
3995,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,20499
3996,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,8499
3997,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,11499
3998,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,25499
3999,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Outsource,Hibrit,yurt_ici,₺ - Türk Lirası,7499
4000,Senior,TEAM / TECH LEAD,10 - 14 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,40499
4001,Junior,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,7499
4002,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,14499
4003,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Startup,Remote,yurt_disi,€ - Euro,48665
4004,Senior,BACK-END DEVELOPER,15 Yıl ve üzeri,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,17499
4005,Senior,MOBILE APPLICATION DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,28499
4006,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,12499
4007,Senior,SOFTWARE ARCHITECT,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,38499
4008,Middle,QA / TEST AUTOMATION DEVELOPER,1 - 3 Yıl,Kadın,Startup,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,11499
4009,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,30499
4010,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,E-Ticaret,Geçici Remote,yurt_ici,₺ - Türk Lirası,13499
4011,Senior,TEAM / TECH LEAD,15 Yıl ve üzeri,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,28499
4012,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Dijital / Reklam Ajansı,Geçici Remote,yurt_ici,₺ - Türk Lirası,17499
4013,Middle,FRONT-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,17499
4014,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,46499
4015,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,32499
4016,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,$ - Dolar,46565
4017,Junior,DEVOPS ENGINEER,0 - 1 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,8499
4018,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,7499
4019,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,14499
4020,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,20499
4021,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Startup,Hibrit,yurt_ici,$ - Dolar,46565
4022,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,6499
4023,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Remote,yurt_disi,$ - Dolar,27935
4024,Senior,DEVOPS ENGINEER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,22499
4025,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,23499
4026,Middle,FRONT-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,10499
4027,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,18499
4028,Junior,GAME DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,7499
4029,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Kadın,Oyun,Remote,yurt_disi,$ - Dolar,195605
4030,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,8499
4031,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,43499
4032,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Yazılım & Teknoloji,Hibrit,yurt_ici,₺ - Türk Lirası,12499
4033,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,11499
4034,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,12499
4035,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_disi,$ - Dolar,27935
4036,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,18499
4037,Junior,OTHERS,1 - 3 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,6499
4038,Junior,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,8499
4039,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,15499
4040,Senior,TEAM / TECH LEAD,3 - 5 Yıl,Erkek,Startup,Geçici Remote,yurt_ici,₺ - Türk Lirası,30499
4041,Middle,DATABASE ADMIN,3 - 5 Yıl,Kadın,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,6499
4042,Middle,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,15499
4043,Junior,DATABASE ADMIN,1 - 3 Yıl,Erkek,DIGER,Geçici Remote,yurt_ici,₺ - Türk Lirası,8499
4044,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,14499
4045,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Kadın,Startup,Remote,yurt_ici,₺ - Türk Lirası,20499
4046,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Erkek,Outsource,Remote,yurt_ici,$ - Dolar,46565
4047,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,8499
4048,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,19499
4049,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Kadın,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,12499
4050,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Kadın,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,14499
4051,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,10499
4052,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,5499
4053,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,16499
4054,Middle,DEVOPS ENGINEER,10 - 14 Yıl,Erkek,DIGER,Remote,yurt_ici,$ - Dolar,46565
4055,Junior,DATABASE ADMIN,0 - 1 Yıl,Erkek,Outsource,Hibrit,yurt_ici,₺ - Türk Lirası,5499
4056,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,19499
4057,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,12499
4058,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,7499
4059,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,15499
4060,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,6499
4061,Senior,TEAM / TECH LEAD,10 - 14 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,32499
4062,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,35499
4063,Senior,SOFTWARE DEVELOPMENT MANAGER,15 Yıl ve üzeri,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,24499
4064,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Outsource,Ofis,yurt_ici,₺ - Türk Lirası,15499
4065,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,23499
4066,Senior,SOFTWARE ARCHITECT,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,23499
4067,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,21499
4068,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,21499
4069,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_disi,€ - Euro,29195
4070,Junior,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,7499
4071,Junior,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_disi,$ - Dolar,27935
4072,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,5499
4073,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,8499
4074,Senior,BACK-END DEVELOPER,15 Yıl ve üzeri,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,28499
4075,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,7499
4076,Senior,CTO,10 - 14 Yıl,Erkek,Yazılım & Teknoloji,Ofis,yurt_ici,₺ - Türk Lirası,40499
4077,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,25499
4078,Middle,QA / TEST AUTOMATION DEVELOPER,3 - 5 Yıl,Kadın,E-Ticaret,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,15499
4079,Middle,FRONT-END DEVELOPER,3 - 5 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,16499
4080,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Outsource,Hibrit,yurt_ici,₺ - Türk Lirası,18499
4081,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Erkek,Kurumsal,Remote,yurt_disi,$ - Dolar,139715
4082,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,40499
4083,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Geçici Remote,yurt_ici,₺ - Türk Lirası,8499
4084,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,13499
4085,Senior,TEAM / TECH LEAD,5 - 7 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,21499
4086,Junior,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,7499
4087,Middle,MOBILE APPLICATION DEVELOPER,3 - 5 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,10499
4088,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,17499
4089,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,8499
4090,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Startup,Ofis,yurt_ici,$ - Dolar,46565
4091,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,15499
4092,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,6499
4093,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,25499
4094,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Startup,Ofis,yurt_ici,€ - Euro,204425
4095,Middle,FRONT-END DEVELOPER,3 - 5 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,20499
4096,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,17499
4097,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,25499
4098,Senior,FRONT-END DEVELOPER,7 - 10 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,16499
4099,Middle,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Hibrit,yurt_ici,$ - Dolar,195605
4100,Junior,QA / TEST AUTOMATION DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,17499
4101,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,14499
4102,Middle,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Outsource,Remote,yurt_ici,$ - Dolar,27935
4103,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Kadın,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,9499
4104,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,45499
4105,Junior,EMBEDDED SOFTWARE DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,5499
4106,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,19499
4107,Senior,FRONT-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,20499
4108,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,9499
4109,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,14499
4110,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,24499
4111,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Kadın,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,20499
4112,Senior,TEAM / TECH LEAD,10 - 14 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,22499
4113,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,20499
4114,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Outsource,Hibrit,yurt_ici,₺ - Türk Lirası,19499
4115,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,12499
4116,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,16499
4117,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,15499
4118,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,19499
4119,Senior,FRONT-END DEVELOPER,3 - 5 Yıl,Erkek,E-Ticaret,Geçici Remote,yurt_ici,₺ - Türk Lirası,26499
4120,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,11499
4121,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,27499
4122,Middle,FRONT-END DEVELOPER,5 - 7 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,16499
4123,Junior,OTHERS,1 - 3 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,6499
4124,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,23499
4125,Senior,MOBILE APPLICATION DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_disi,$ - Dolar,102455
4126,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,18499
4127,Senior,BACK-END DEVELOPER,15 Yıl ve üzeri,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,29499
4128,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,5499
4129,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,11499
4130,Senior,EMBEDDED SOFTWARE DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,35499
4131,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,28499
4132,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,28499
4133,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,19499
4134,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Startup,Ofis,yurt_ici,$ - Dolar,46565
4135,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,17499
4136,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,13499
4137,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Outsource,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,18499
4138,Senior,DATA SCIENTIST,5 - 7 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,27499
4139,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,15499
4140,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,14499
4141,Senior,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,18499
4142,Senior,MOBILE APPLICATION DEVELOPER,5 - 7 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,25499
4143,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Yazılım & Teknoloji,Remote,yurt_ici,₺ - Türk Lirası,29499
4144,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Dijital / Reklam Ajansı,Remote,yurt_ici,₺ - Türk Lirası,11499
4145,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,27499
4146,Senior,FRONT-END DEVELOPER,7 - 10 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,20499
4147,Senior,MOBILE APPLICATION DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,28499
4148,Senior,SOFTWARE ARCHITECT,7 - 10 Yıl,Erkek,Outsource,Hibrit,yurt_ici,₺ - Türk Lirası,25499
4149,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,6499
4150,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Dijital / Reklam Ajansı,Remote,yurt_ici,€ - Euro,29195
4151,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Kadın,Startup,Remote,yurt_ici,₺ - Türk Lirası,20499
4152,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,E-Ticaret,Geçici Remote,yurt_ici,₺ - Türk Lirası,10499
4153,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,24499
4154,Middle,FRONT-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,€ - Euro,29195
4155,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,15499
4156,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,20499
4157,Middle,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,19499
4158,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,5499
4159,Junior,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Kadın,Startup,Remote,yurt_ici,₺ - Türk Lirası,8499
4160,Middle,FRONT-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,13499
4161,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,6499
4162,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,11499
4163,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Startup,Remote,yurt_disi,$ - Dolar,102455
4164,Middle,DATABASE ADMIN,1 - 3 Yıl,Kadın,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,11499
4165,Senior,MOBILE APPLICATION DEVELOPER,3 - 5 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,24499
4166,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,10499
4167,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_disi,₺ - Türk Lirası,10499
4168,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,6499
4169,Junior,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_disi,$ - Dolar,65195
4170,Senior,DATA SCIENTIST,7 - 10 Yıl,Kadın,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,17499
4171,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Startup,Remote,yurt_disi,$ - Dolar,158345
4172,Senior,TEAM / TECH LEAD,10 - 14 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,23499
4173,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,17499
4174,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,24499
4175,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,15499
4176,Senior,FRONT-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,16499
4177,Junior,EMBEDDED SOFTWARE DEVELOPER,1 - 3 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,10499
4178,Junior,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Ofis,yurt_ici,₺ - Türk Lirası,5499
4179,Senior,FRONT-END DEVELOPER,7 - 10 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,23499
4180,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,17499
4181,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,20499
4182,Senior,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,45499
4183,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,19499
4184,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,5499
4185,Junior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,18499
