,LEVEL,POSITION,TECH_STACK,EXPERIENCE,GENDER,COMPANY,COMPANY_SIZE,WORK_TYPE,CITY,CURRENCY,SALARY_FOR_OTHER_CURRENCY,SALARY_FOR_TL_CURRENCY,MIN_TL,MAX_TL,CUR_MIN,CUR_MAX
3661,Senior,DEVOPS ENGINEER,"Go, C / C++, JavaScript | Html | Css",7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
3662,Senior,SOFTWARE DEVELOPMENT MANAGER,.Net,15 Yıl ve üzeri,Erkek,Kurumsal,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,22.000 TL - 22.999 TL,22000.0,22999.0,0.0,0.0
3663,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, React, Angular, React Native",7 - 10 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
3664,Middle,FULL STACK DEVELOPER,"React, React Native, Node",3 - 5 Yıl,Erkek,Outsource,25 - 50 Kişi,Remote,Adıyaman,$ - Dolar,2.000 - 2.999,,37260.0,55871.369999999995,2000.0,2999.0
3665,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, Angular",3 - 5 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
3666,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, Vue, Angular",10 - 14 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
3667,Middle,FULL STACK DEVELOPER,"Go, JavaScript | Html | Css, React",1 - 3 Yıl,Erkek,Outsource,10 - 25 Kişi,Remote,Ankara,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
3668,Junior,BACK-END DEVELOPER,Java,0 - 1 Yıl,Erkek,Outsource,1 - 10 Kişi,Ofis,Antalya,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
3669,Middle,BACK-END DEVELOPER,Php,1 - 3 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Remote,İzmir,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
3670,Junior,MOBILE APPLICATION DEVELOPER,Flutter,1 - 3 Yıl,Erkek,Dijital / Reklam Ajansı,10 - 25 Kişi,Ofis,Ankara,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
3671,Middle,FULL STACK DEVELOPER,"Php, JavaScript | Html | Css, React, Vue",0 - 1 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
3672,Junior,QA / TEST AUTOMATION DEVELOPER,"Java, Python, Selenium",0 - 1 Yıl,Erkek,Outsource,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
3673,Junior,MOBILE APPLICATION DEVELOPER,Flutter,3 - 5 Yıl,Erkek,Dijital / Reklam Ajansı,10 - 25 Kişi,Ofis,Ankara,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
3674,Senior,TEAM / TECH LEAD,Java,10 - 14 Yıl,Kadın,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
3675,Senior,FRONT-END DEVELOPER,JavaScript | Html | Css,15 Yıl ve üzeri,Erkek,Kurumsal,250+,Geçici Remote,İzmir,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
3676,Junior,MOBILE APPLICATION DEVELOPER,Flutter,1 - 3 Yıl,Erkek,Outsource,1 - 10 Kişi,Remote,Yurt Dışı,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
3677,Middle,BACK-END DEVELOPER,"Php, Go",5 - 7 Yıl,Erkek,Startup,100 - 250 Kişi,Remote,Yurt Dışı,$ - Dolar,2.000 - 2.999,,37260.0,55871.369999999995,2000.0,2999.0
3678,Middle,FRONT-END DEVELOPER,Angular,1 - 3 Yıl,Kadın,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
3679,Junior,BACK-END DEVELOPER,Java,1 - 3 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
3680,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
3681,Middle,BACK-END DEVELOPER,Php,3 - 5 Yıl,Erkek,DIGER,10 - 25 Kişi,Ofis,Ankara,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
3682,Senior,CTO,".Net, JavaScript | Html | Css, React, Vue, Angular, React Native",15 Yıl ve üzeri,Erkek,Dijital / Reklam Ajansı,25 - 50 Kişi,Remote,İzmir,₺ - Türk Lirası,,37.000 TL - 37.999 TL,37000.0,37999.0,0.0,0.0
3683,Senior,FULL STACK DEVELOPER,".Net, Vue",7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
3684,Middle,TEAM / TECH LEAD,"Python, C / C++",1 - 3 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,İzmir,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
3685,Junior,TEAM / TECH LEAD,"Python, C / C++, Unity",0 - 1 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,Yurt Dışı,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
3686,Junior,FULL STACK DEVELOPER,Python,1 - 3 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
3687,Middle,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",3 - 5 Yıl,Erkek,Outsource,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
3688,Senior,TEAM / TECH LEAD,"Php, JavaScript | Html | Css, React, Vue, Angular, React Native",15 Yıl ve üzeri,Erkek,Dijital / Reklam Ajansı,25 - 50 Kişi,Remote,İzmir,₺ - Türk Lirası,,50.000 TL ve üzeri,50000.0,60000.0,0.0,0.0
3689,Senior,CTO,Java,15 Yıl ve üzeri,Erkek,Kurumsal,250+,Geçici Hibrit,İstanbul,$ - Dolar,10.000 ve üzeri,,186300.0,204911.37,10000.0,10999.0
3690,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, Vue",5 - 7 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
3691,Middle,BACK-END DEVELOPER,".Net, Node",3 - 5 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
3692,Junior,BACK-END DEVELOPER,Python,1 - 3 Yıl,Erkek,Outsource,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
3693,Middle,BACK-END DEVELOPER,".Net, Python, Angular",1 - 3 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
3694,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, Wordpress Theme Development",0 - 1 Yıl,Erkek,Dijital / Reklam Ajansı,10 - 25 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
3695,Senior,TEAM / TECH LEAD,Java,7 - 10 Yıl,Erkek,Outsource,250+,Hibrit,İstanbul,₺ - Türk Lirası,,38.000 TL - 38.999 TL,38000.0,38999.0,0.0,0.0
3696,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, Vue, React Native, Svelte",3 - 5 Yıl,Erkek,Dijital / Reklam Ajansı,1 - 10 Kişi,Hibrit,Sakarya,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
3697,Middle,DATA SCIENTIST,Python,3 - 5 Yıl,Kadın,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
3698,Middle,GAME DEVELOPER,Unity,3 - 5 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,Londra,£ - Sterlin,1.000 - 1.999,,22560.0,45097.439999999995,1000.0,1999.0
3699,Middle,FULL STACK DEVELOPER,"Java, JavaScript | Html | Css, React, Vue, Angular, React Native, node",3 - 5 Yıl,Erkek,Startup,10 - 25 Kişi,Geçici Hibrit,Ankara,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
3700,Junior,MOBILE APPLICATION DEVELOPER,React Native,0 - 1 Yıl,Erkek,Startup,10 - 25 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
3701,Middle,BACK-END DEVELOPER,Java,3 - 5 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
3702,Junior,BACK-END DEVELOPER,Ruby,0 - 1 Yıl,Erkek,Outsource,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
3703,Junior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, Angular",1 - 3 Yıl,Kadın,E-Ticaret,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
3704,Junior,FULL STACK DEVELOPER,"Java, React",0 - 1 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Hibrit,Ankara,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
3705,Senior,MOBILE APPLICATION DEVELOPER,"Java, Kotlin, Swift / Objective C",3 - 5 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
3706,Junior,FULL STACK DEVELOPER,"Java, Vue",0 - 1 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
3707,Middle,BACK-END DEVELOPER,Java,1 - 3 Yıl,Kadın,Outsource,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
3708,Middle,FULL STACK DEVELOPER,"Php, JavaScript | Html | Css",7 - 10 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Ofis,Afyon,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
3709,Senior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,5 - 7 Yıl,Erkek,Startup,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,35.000 TL - 35.999 TL,35000.0,35999.0,0.0,0.0
3710,Middle,OTHERS,Farklı,3 - 5 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
3711,Middle,FULL STACK DEVELOPER,"JavaScript | Html | Css, React, Node",1 - 3 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,Berlin,$ - Dolar,10.000 ve üzeri,,186300.0,204911.37,10000.0,10999.0
3712,Junior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,0 - 1 Yıl,Erkek,Startup,50 - 100 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
3713,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
3714,Junior,FULL STACK DEVELOPER,"Java, Swift / Objective C",1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
3715,Senior,FULL STACK DEVELOPER,".Net, React, Angular",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
3716,Senior,BACK-END DEVELOPER,"Java, .Net, Go",5 - 7 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,24.000 TL - 24.999 TL,24000.0,24999.0,0.0,0.0
3717,Middle,DATA SCIENTIST,Scala,1 - 3 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,30.000 TL - 30.999 TL,30000.0,30999.0,0.0,0.0
3718,Senior,SOFTWARE ARCHITECT,".Net, JavaScript | Html | Css, Angular",10 - 14 Yıl,Erkek,Outsource,25 - 50 Kişi,Ofis,Bursa,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
3719,Senior,SOFTWARE ARCHITECT,".Net, Go, React, Flutter, React Native",10 - 14 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,42.000 TL - 42.999 TL,42000.0,42999.0,0.0,0.0
3720,Middle,FULL STACK DEVELOPER,"Java, React Native",3 - 5 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
3721,Middle,DATA SCIENTIST,"Python, C / C++",1 - 3 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Remote,Yurt Dışı,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
3722,Senior,TEAM / TECH LEAD,Python,15 Yıl ve üzeri,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,35.000 TL - 35.999 TL,35000.0,35999.0,0.0,0.0
3723,Senior,BACK-END DEVELOPER,"Java, .Net",3 - 5 Yıl,Erkek,DIGER,250+,Remote,Trabzon,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
3724,Middle,FULL STACK DEVELOPER,.Net,3 - 5 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
3725,Middle,BACK-END DEVELOPER,.Net,7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,Ankara,₺ - Türk Lirası,,23.000 TL - 23.999 TL,23000.0,23999.0,0.0,0.0
3726,Junior,FRONT-END DEVELOPER,Flutter,1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
3727,Junior,FRONT-END DEVELOPER,"Php, JavaScript | Html | Css, React",0 - 1 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Ofis,Erzincan,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
3728,Senior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,7 - 10 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
3729,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, Vue",5 - 7 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
3730,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",0 - 1 Yıl,Erkek,Startup,10 - 25 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
3731,Middle,BACK-END DEVELOPER,Java,3 - 5 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
3732,Middle,BACK-END DEVELOPER,Java,3 - 5 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
3733,Junior,FULL STACK DEVELOPER,"JavaScript | Html | Css, React",0 - 1 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,Londra,£ - Sterlin,4.000 - 4.999,,90240.0,112777.43999999999,4000.0,4999.0
3734,Junior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,1 - 3 Yıl,Erkek,Startup,50 - 100 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
3735,Junior,FULL STACK DEVELOPER,"Java, Python, JavaScript | Html | Css, React",1 - 3 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
3736,Senior,FULL STACK DEVELOPER,".Net, Vue, Angular",5 - 7 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
3737,Senior,TEAM / TECH LEAD,.Net,7 - 10 Yıl,Erkek,Outsource,250+,Hibrit,İstanbul,€ - Euro,2.000 - 2.999,,38940.0,58390.53,2000.0,2999.0
3738,Senior,DATA SCIENTIST,Python,3 - 5 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
3739,Junior,EMBEDDED SOFTWARE DEVELOPER,.Net,1 - 3 Yıl,Erkek,Kurumsal,250+,Ofis,Ankara,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
3740,Middle,BACK-END DEVELOPER,"Php, JavaScript | Html | Css",1 - 3 Yıl,Erkek,Kurumsal,250+,Geçici Hibrit,Kütahya,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
3741,Junior,FULL STACK DEVELOPER,"Php, Flutter",0 - 1 Yıl,Erkek,Kurumsal,1 - 10 Kişi,Hibrit,Kocaeli,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
3742,Senior,FULL STACK DEVELOPER,".Net, React, Vue",7 - 10 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
3743,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, React",3 - 5 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
3744,Senior,FULL STACK DEVELOPER,"Java, JavaScript | Html | Css, React",5 - 7 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,İzmir,₺ - Türk Lirası,,30.000 TL - 30.999 TL,30000.0,30999.0,0.0,0.0
3745,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",1 - 3 Yıl,Erkek,Startup,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
3746,Middle,BACK-END DEVELOPER,Python,1 - 3 Yıl,Kadın,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
3747,Senior,BACK-END DEVELOPER,Java,5 - 7 Yıl,Erkek,Outsource,250+,Remote,İstanbul,₺ - Türk Lirası,,23.000 TL - 23.999 TL,23000.0,23999.0,0.0,0.0
3748,Middle,BACK-END DEVELOPER,"Java, JavaScript | Html | Css",1 - 3 Yıl,Erkek,Dijital / Reklam Ajansı,250+,Remote,Yurt Dışı,€ - Euro,7.000 - 7.999,,136290.0,155740.53,7000.0,7999.0
3749,Middle,TEAM / TECH LEAD,"Php, Python, React",7 - 10 Yıl,Erkek,E-Ticaret,100 - 250 Kişi,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
3750,Middle,FULL STACK DEVELOPER,.Net,5 - 7 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
3751,Middle,DATA SCIENTIST,Python,1 - 3 Yıl,Kadın,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
3752,Senior,SOFTWARE DEVELOPMENT MANAGER,"JavaScript | Html | Css, React",10 - 14 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,Ankara,$ - Dolar,5.000 - 5.999,,93150.0,111761.37,5000.0,5999.0
3753,Middle,BACK-END DEVELOPER,Java,1 - 3 Yıl,Erkek,E-Ticaret,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
3754,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, React Native",1 - 3 Yıl,Erkek,Startup,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
3755,Junior,SOFTWARE ARCHITECT,"Go, Python, Flutter",0 - 1 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
3756,Senior,FRONT-END DEVELOPER,"Vue, Angular",5 - 7 Yıl,Erkek,Startup,50 - 100 Kişi,Remote,kocaeli,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
3757,Senior,GAME DEVELOPER,Unity,5 - 7 Yıl,Erkek,Oyun,50 - 100 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,50.000 TL ve üzeri,50000.0,60000.0,0.0,0.0
3758,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",0 - 1 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
3759,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React",0 - 1 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
3760,Junior,DEVOPS ENGINEER,Python,0 - 1 Yıl,Erkek,Startup,50 - 100 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
3761,Junior,BACK-END DEVELOPER,C / C++,1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Ofis,Bursa,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
3762,Middle,BACK-END DEVELOPER,Java,3 - 5 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,Kocaeli,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
3763,Senior,TEAM / TECH LEAD,"Java, Angular",15 Yıl ve üzeri,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,41.000 TL - 41.999 TL,41000.0,41999.0,0.0,0.0
3764,Senior,SOFTWARE ARCHITECT,"Java, Python, C / C++",10 - 14 Yıl,Erkek,Startup,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,38.000 TL - 38.999 TL,38000.0,38999.0,0.0,0.0
3765,Senior,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
3766,Middle,FULL STACK DEVELOPER,"Python, JavaScript | Html | Css",1 - 3 Yıl,Erkek,E-Ticaret,10 - 25 Kişi,Remote,Ankara,$ - Dolar,2.000 - 2.999,,37260.0,55871.369999999995,2000.0,2999.0
3767,Senior,TEAM / TECH LEAD,"Php, Python",10 - 14 Yıl,Erkek,Dijital / Reklam Ajansı,100 - 250 Kişi,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,29.000 TL - 29.999 TL,29000.0,29999.0,0.0,0.0
3768,Junior,MOBILE APPLICATION DEVELOPER,Flutter,0 - 1 Yıl,Erkek,Kurumsal,250+,Hibrit,Yurt Dışı,€ - Euro,2.000 - 2.999,,38940.0,58390.53,2000.0,2999.0
3769,Senior,SOFTWARE DEVELOPMENT MANAGER,".Net, React, React Native",10 - 14 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
3770,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, Angular",3 - 5 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
3771,Middle,FULL STACK DEVELOPER,"Java, Lowcode",1 - 3 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
3772,Senior,SOFTWARE ARCHITECT,".Net, Kotlin, Swift / Objective C, JavaScript | Html | Css",10 - 14 Yıl,Erkek,Yazılım & Teknoloji,10 - 25 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,30.000 TL - 30.999 TL,30000.0,30999.0,0.0,0.0
3773,Senior,FULL STACK DEVELOPER,"Java, .Net, Go, Kotlin, Vue",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
3774,Middle,FULL STACK DEVELOPER,.Net,1 - 3 Yıl,Erkek,Kurumsal,250+,Ofis,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
3775,Senior,FULL STACK DEVELOPER,.Net,7 - 10 Yıl,Erkek,Kurumsal,250+,Ofis,Bursa,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
3776,Senior,BACK-END DEVELOPER,.Net,10 - 14 Yıl,Erkek,Kurumsal,250+,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,30.000 TL - 30.999 TL,30000.0,30999.0,0.0,0.0
